regret,reward
3.0994415283203125e-06,1.0
6.4373016357421875e-06,1.9545667492456715
9.5367431640625e-06,2.935632653246014
1.430511474609375e-05,3.9088762636804657
1.7404556274414062e-05,4.908876263680465
2.0742416381835938e-05,5.888216585449434
2.4080276489257812e-05,6.888216585449434
2.8848648071289062e-05,7.888216585449434
4.1604042053222656e-05,8.888216585449435
4.6372413635253906e-05,9.866245232979283
5.91278076171875e-05,10.84890474168068
7.092952728271484e-05,11.84890474168068
8.273124694824219e-05,12.765453963355146
9.548664093017578e-05,13.722331091955486
9.85860824584961e-05,14.722331091955486
0.00011038780212402344,15.716097779173358
0.00011670589447021484,16.71609777917336
0.00012946128845214844,17.685157049774972
0.00013577938079833984,18.632802941116687
0.0001399517059326172,19.588312048103354
0.00014412403106689453,20.588312048103354
0.00015592575073242188,21.58025292082021
0.00016069412231445312,22.58025292082021
0.00016546249389648438,23.560286525267166
0.00017821788787841797,24.560286525267166
0.00018405914306640625,25.560286525267166
0.0001882314682006836,26.5548774836197
0.000194549560546875,27.5548774836197
0.00019931793212890625,28.5548774836197
0.0002034902572631836,29.5548774836197
0.00020623207092285156,30.48447499203102
0.00021255016326904297,31.48447499203102
0.00021529197692871094,32.477552226730126
0.00022113323211669922,33.477552226730126
0.0002262592315673828,34.45820835269982
0.0002321004867553711,35.45820835269982
0.00023984909057617188,36.35584130628619
0.00024497509002685547,37.35584130628619
0.00025200843811035156,38.321878075622806
0.00025475025177001953,39.321878075622806
0.0002574920654296875,40.321878075622806
0.0002626180648803711,41.321878075622806
0.00026786327362060547,42.321878075622806
0.00027489662170410156,43.321878075622806
0.00028192996978759766,44.29211741751286
0.00028967857360839844,45.26304035077743
0.00029480457305908203,46.2302346762136
0.0003006458282470703,47.2302346762136
0.0003064870834350586,48.16526492649068
0.00031173229217529297,49.16526492649068
0.0003173351287841797,50.150831473260546
0.00032317638397216797,51.0974341374824
0.0003287792205810547,52.04354264851279
0.00033402442932128906,53.00369287389789
0.0003472566604614258,53.92937167131854
0.00035262107849121094,54.92937167131854
0.0003579854965209961,55.92937167131854
0.0003631114959716797,56.92937167131854
0.00036513805389404297,57.898039601049085
0.00037217140197753906,58.898039601049085
0.0003777742385864258,59.898039601049085
0.00038254261016845703,60.898039601049085
0.00039577484130859375,61.898039601049085
0.000400543212890625,62.898039601049085
0.0004038810729980469,63.805113276966786
0.00041413307189941406,64.79676818151675
0.00041997432708740234,65.79676818151675
0.00043022632598876953,66.76201345606212
0.0004372596740722656,67.7485418031619
0.00044655799865722656,68.68356540608158
0.0004558563232421875,69.66749499414668
0.0004591941833496094,70.66749499414668
0.00046384334564208984,71.66749499414668
0.0004731416702270508,72.61684439182689
0.0004863739013671875,73.61562661482708
0.0004897117614746094,74.56754398320986
0.0004925727844238281,75.56290697148339
0.0005028247833251953,76.55170427417264
0.0005056858062744141,77.55170427417264
0.0005110502243041992,78.55170427417264
0.0005143880844116211,79.55170427417264
