algorithm,seed,cumulative_regret,average_reward,optimal_round,param_error
Q-TS,42,0.015569448471069336,0.9763603977249871,,0.1687819059422727
Q-TS,43,0.015152931213378906,0.9837879453580761,,0.24719747394272387
Q-TS,44,0.01637411117553711,0.978657090903614,,0.23012084744371802
Q-TS,45,0.016621947288513184,0.9769402897709222,,0.21143375125831548
Q-TS,46,0.015729308128356934,0.9781711619466165,,0.12870319737665825
Q-TS,47,0.016292572021484375,0.9780125607833415,,0.02433018980862392
Q-TS,48,0.017938613891601562,0.9797153333362391,,0.2093538493203446
Q-TS,49,0.016341805458068848,0.978837103740019,,0.03289430882326992
Q-TS,50,0.01541447639465332,0.9775820731134768,,0.20968562033535168
Q-TS,51,0.0185776948928833,0.9826846217995535,,0.6174764464434703
Q-CUCB,42,0.018905282020568848,0.9815401591312759,,0.15728709600779656
Q-CUCB,43,0.015050411224365234,0.9815399689618878,,0.2335797608533446
Q-CUCB,44,0.019003748893737793,0.9840302365532965,,0.4653281328526165
Q-CUCB,45,0.016266226768493652,0.9850407993200611,,0.1408449293439088
Q-CUCB,46,0.014807820320129395,0.9829055722604128,,0.1820411823468032
Q-CUCB,47,0.01673901081085205,0.9773336590258624,,0.08264627926211257
Q-CUCB,48,0.015859603881835938,0.9786955666324418,,0.24463762174544623
Q-CUCB,49,0.016933917999267578,0.9769711161146658,,0.1315078136465416
Q-CUCB,50,0.007384181022644043,0.9824118446585304,,0.6203556731474656
Q-CUCB,51,0.01659262180328369,0.984309301830993,,0.13088835782745173
Q-Neural,42,0.02386951446533203,0.9783448502717422,,0.13009048666940357
Q-Neural,43,0.011613130569458008,0.9789651703312198,,0.6375869549616222
Q-Neural,44,0.011994719505310059,0.9853043846052794,,0.08215802018211335
Q-Neural,45,0.010416865348815918,0.9809021871187228,,0.061248184297622965
Q-Neural,46,0.010217070579528809,0.98320987814033,,0.3844284914204159
Q-Neural,47,0.007646679878234863,0.9784431730857247,,0.02419086737886872
Q-Neural,48,0.009804129600524902,0.9832730341798901,,0.04255903348651917
Q-Neural,49,0.022472739219665527,0.9786965838601269,,0.06012726680433415
Q-Neural,50,0.017715096473693848,0.9816836784567313,,0.42671543686670005
Q-Neural,51,0.011079072952270508,0.9779637289081758,,0.5964716333939395
